Venue Name,City,State,Capacity,Age Restrictions,Region,Venue Type,Genres (top 3),Image,Website,Social Links,Source(s),Venue ID,Confidence
Queen Anne Pool,Washington,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q130130875,92
Birch Bay Waterslides,Birch Bay,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q135412221,92
Cat Tales Wildlife Center,Washington,WA,,,West,Venue,,,https://www.cattales.org/,https://facebook.com/CatTalesZoo|https://instagram.com/cattaleswildlife,WikidataSPARQL,wd-Q5051072,95
Cougar Mountain Zoo,Washington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Cougar%20Mountain%20Zoo%20entrance%202014.jpg,http://cougarmountainzoo.org,https://facebook.com/cougarmountainzoo|https://instagram.com/cougarmountainzoo,WikidataSPARQL,wd-Q5176044,95
Henry M. Jackson Visitor Center,Pierce County,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Paradise%20VC%201.jpg,,,WikidataSPARQL,wd-Q5725301,92
Northwest Trek Wildlife Park,Washington,WA,,,West,Venue,,,https://www.nwtrek.org/,https://facebook.com/NWtrek|https://instagram.com/nwtrek|https://x.com/northwesttrek,WikidataSPARQL,wd-Q7060255,95
Northwest Trek Wildlife Park,Pierce County,WA,,,West,Venue,,,https://www.nwtrek.org/,https://facebook.com/NWtrek|https://instagram.com/nwtrek|https://x.com/northwesttrek,WikidataSPARQL,wd-Q7060255,95
Point Defiance Zoo & Aquarium,Washington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/PDZA%20Entrance.jpg,http://www.pdza.org,https://facebook.com/PtDefianceZoo|https://instagram.com/ptdefiancezoo|https://x.com/PtDefianceZoo,WikidataSPARQL,wd-Q7208007,95
Woodland Park Zoo,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Woodland%20Park%20Zoo%202.jpg,http://www.zoo.org,https://facebook.com/WoodlandParkZooSeattle|https://instagram.com/woodlandparkzoo|https://x.com/woodlandparkzoo,WikidataSPARQL,wd-Q8032871,95
Woodland Park Zoo,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Woodland%20park%20zoo%2C%20Seattle%2C%20USA%20%28234330469%29.jpg,http://www.zoo.org,https://facebook.com/WoodlandParkZooSeattle|https://instagram.com/woodlandparkzoo|https://x.com/woodlandparkzoo,WikidataSPARQL,wd-Q8032871,95
Woodland Park Zoo,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Zoomazium%20at%20the%20Woodland%20Park%20Zoo.JPG,http://www.zoo.org,https://facebook.com/WoodlandParkZooSeattle|https://instagram.com/woodlandparkzoo|https://x.com/woodlandparkzoo,WikidataSPARQL,wd-Q8032871,95
Golden West Visitor Center,Chelan County,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Golden-West-VC.jpg,,,WikidataSPARQL,wd-Q18150920,92
North Cascades National Park Visitor Center,Newhalem,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/North%20Cascades%20National%20Park%20Visitor%20Center%2001.jpg,,,WikidataSPARQL,wd-Q36681268,92
Hoh Rain Forest Visitor Center,Washington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Hoh%20Rainforest%20-%20Olympic%20National%20Park%20-%20Washington%20State%20%289780128884%29.jpg,,,WikidataSPARQL,wd-Q36732494,92
Olympic National Park Visitor Center,Port Angeles,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Exterior%20of%20Olympic%20National%20Park%20Visitor%20Center%20-%20Wilderness%20Information%20Center.jpg,,,WikidataSPARQL,wd-Q36736198,92
Ohanapecosh Visitor Center,Lewis County,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Ohanapecosh%20Visitor%20Center%20%282021-09-04%29%2C%2002.jpg,https://www.nps.gov/mora/planyourvisit/ohanapecosh.htm,,WikidataSPARQL,wd-Q36973851,95
Sunrise Visitor Center,Pierce County,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/2018-06-27%20spring%20opening%20Sunrise%20%2843021506672%29.jpg,,,WikidataSPARQL,wd-Q36978405,92
North Cascades National Park Wilderness Information Center,Marblemount,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q68486497,92
Longmire Administration Building,Pierce County,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Longmire%20Administration%20Building%20%282015%29.jpg,,,WikidataSPARQL,wd-Q97067309,92
Paradise Guide House,Pierce County,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Paradise%20guide%20dorm%201.jpg,,,WikidataSPARQL,wd-Q97460114,92
University of Washington Planetarium,Seattle,WA,,,West,Venue,,,http://depts.washington.edu/astron/outreach/uw-planetarium/,,WikidataSPARQL,wd-Q30687726,95
Consolidated Works,Washington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Seattle%20-%20Consolidated%20Works%2002.jpg,http://www.conworks.org/,,WikidataSPARQL,wd-Q5163308,95
Howard House,Washington,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q5919920,92
Olympic Sculpture Park,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Father%20and%20son%20fountain%200441.JPG,https://www.seattleartmuseum.org/visit/olympic-sculpture-park,,WikidataSPARQL,wd-Q7089122,95
Colville Opera House and Odd Fellows Hall,Washington,WA,,,West,Hall,,http://commons.wikimedia.org/wiki/Special:FilePath/Opera%20House%20and%20IOOF%20Lodge.jpg,,,WikidataSPARQL,wd-Q5150295,92
Harrington Bank Block & Opera House,Harrington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Bank%20block%201904.jpg,https://www.harringtonoperahouse.org/,,WikidataSPARQL,wd-Q5664553,95
Marysville Opera House,Marysville,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Marysville%20Opera%20House%20exterior.jpg,,,WikidataSPARQL,wd-Q6781770,92
McCaw Hall,Seattle,WA,,,West,Hall,,http://commons.wikimedia.org/wiki/Special:FilePath/McCaw%20Hall%20Kreielsheimer%20Promenade.JPG,https://www.mccawhall.com/,https://facebook.com/McCawHall|https://instagram.com/mccawhall|https://x.com/mccawhall,WikidataSPARQL,wd-Q11705574,95
Opera House,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q78636600,92
Appleton Log Hall,Klickitat County,WA,,,West,Hall,,http://commons.wikimedia.org/wiki/Special:FilePath/Appleton%20Log%20Hall%201%20-%20Appleton%20Washington.jpg,,,WikidataSPARQL,wd-Q4781401,92
Town Hall Seattle,Seattle,WA,,,West,Hall,,http://commons.wikimedia.org/wiki/Special:FilePath/Seattle%20Town%20Hall%2001B.jpg,http://www.townhallseattle.org/,https://facebook.com/townhallseattle,WikidataSPARQL,wd-Q7829968,95
Roycroft Theatre,Seattle,WA,,,West,Theatre,,http://commons.wikimedia.org/wiki/Special:FilePath/Seattle%20-%20Russian%20Community%20Center%2002.jpg,,,WikidataSPARQL,wd-Q43306439,92
Alaska-Yukon-Pacific Exposition Auditorium,Seattle,WA,,,West,Auditorium,,http://commons.wikimedia.org/wiki/Special:FilePath/Auditorium%2C%20University%20of%20Washington%2C%20Seattle%20%28CURTIS%2076%29.jpeg,,,WikidataSPARQL,wd-Q60639542,92
Longmire Community Building,Lewis County,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Longmire%20Community%20Building%20%282015%29%2C%2002.jpg,,,WikidataSPARQL,wd-Q97068094,92
Civic Auditorium,Seattle,WA,,,West,Auditorium,,,,,WikidataSPARQL,wd-Q108916051,92
Works Like A Dream,Mattawa,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q112617573,92
Nordstrom Recital Hall,Seattle,WA,536,,West,Hall,,,,,WikidataSPARQL,wd-Q117628866,92
Queen Anne Pool,Washington,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q130130875,92
Ohanapecosh Campground Amphitheater,Lewis County,WA,,,West,Amphitheatre,,http://commons.wikimedia.org/wiki/Special:FilePath/Ohanapecosh%202018-05-23%20%2840521571830%29.jpg,,,WikidataSPARQL,wd-Q96137900,92
Alaska-Yukon-Pacific Exposition Auditorium,Seattle,WA,,,West,Auditorium,,http://commons.wikimedia.org/wiki/Special:FilePath/Auditorium%2C%20University%20of%20Washington%2C%20Seattle%20%28CURTIS%2076%29.jpeg,,,WikidataSPARQL,wd-Q60639542,92
Civic Auditorium,Seattle,WA,,,West,Auditorium,,,,,WikidataSPARQL,wd-Q108916051,92
Nordstrom Recital Hall,Seattle,WA,536,,West,Hall,,,,,WikidataSPARQL,wd-Q117628866,92
Consolidated Works,Washington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Seattle%20-%20Consolidated%20Works%2002.jpg,http://www.conworks.org/,,WikidataSPARQL,wd-Q5163308,95
Howard House,Washington,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q5919920,92
Olympic Sculpture Park,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Father%20and%20son%20fountain%200441.JPG,https://www.seattleartmuseum.org/visit/olympic-sculpture-park,,WikidataSPARQL,wd-Q7089122,95
Queen Anne Pool,Washington,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q130130875,92
Mount Rainier Scenic Railroad,Washington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/MRSR.Mt.Rainier.jpg,,,WikidataSPARQL,wd-Q6923135,92
University of Washington Planetarium,Seattle,WA,,,West,Venue,,,http://depts.washington.edu/astron/outreach/uw-planetarium/,,WikidataSPARQL,wd-Q30687726,95
Sylvan Grove Theater and Columns,Seattle,WA,,,West,Theatre,,http://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Washington%20Sylvan%20Grove%20Theater%2002.jpg,,,WikidataSPARQL,wd-Q19885173,92
Alaska-Yukon-Pacific Exposition Auditorium,Seattle,WA,,,West,Auditorium,,http://commons.wikimedia.org/wiki/Special:FilePath/Auditorium%2C%20University%20of%20Washington%2C%20Seattle%20%28CURTIS%2076%29.jpeg,,,WikidataSPARQL,wd-Q60639542,92
Civic Auditorium,Seattle,WA,,,West,Auditorium,,,,,WikidataSPARQL,wd-Q108916051,92
Nordstrom Recital Hall,Seattle,WA,536,,West,Hall,,,,,WikidataSPARQL,wd-Q117628866,92
Joseph F. Rock Ethnographic and Exploration Films,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q119830750,92
Colville Opera House and Odd Fellows Hall,Washington,WA,,,West,Hall,,http://commons.wikimedia.org/wiki/Special:FilePath/Opera%20House%20and%20IOOF%20Lodge.jpg,,,WikidataSPARQL,wd-Q5150295,92
Harrington Bank Block & Opera House,Harrington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Bank%20block%201904.jpg,https://www.harringtonoperahouse.org/,,WikidataSPARQL,wd-Q5664553,95
Marysville Opera House,Marysville,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Marysville%20Opera%20House%20exterior.jpg,,,WikidataSPARQL,wd-Q6781770,92
McCaw Hall,Seattle,WA,,,West,Hall,,http://commons.wikimedia.org/wiki/Special:FilePath/McCaw%20Hall%20Kreielsheimer%20Promenade.JPG,https://www.mccawhall.com/,https://facebook.com/McCawHall|https://instagram.com/mccawhall|https://x.com/mccawhall,WikidataSPARQL,wd-Q11705574,95
Opera House,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q78636600,92
Mount Rainier Scenic Railroad,Washington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/MRSR.Mt.Rainier.jpg,,,WikidataSPARQL,wd-Q6923135,92
Sylvan Grove Theater and Columns,Seattle,WA,,,West,Theatre,,http://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Washington%20Sylvan%20Grove%20Theater%2002.jpg,,,WikidataSPARQL,wd-Q19885173,92
Edward D. Hansen Conference Center,Washington,WA,800,,West,Venue,,,,,WikidataSPARQL,wd-Q5342493,92
Greater Tacoma Convention and Trade Center,Washington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Tacoma%20Convention%20%26%20Trade%20Center%20with%20Tacoma%20Link%20streetcar%20passing.jpg,http://www.tacomaconventioncenter.com,,WikidataSPARQL,wd-Q5600778,95
Meydenbauer Center,Washington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Meydenbauer%20Center.jpg,http://www.meydenbauer.com,,WikidataSPARQL,wd-Q6826386,95
Killarney Mountain Lodge & Conference Centre,Mattawa,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q112619503,92
Daniel R. Bigelow House,Olympia,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Bigelow%20House%2C%201866%20%28cropped%29.jpg,http://www.bigelowhouse.org,,WikidataSPARQL,wd-Q5218513,95
Schafer State Park Interpretive Center,Mason County,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q99198761,92
The Penthouse,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q1456136,92
Appleton Log Hall,Klickitat County,WA,,,West,Hall,,http://commons.wikimedia.org/wiki/Special:FilePath/Appleton%20Log%20Hall%201%20-%20Appleton%20Washington.jpg,,,WikidataSPARQL,wd-Q4781401,92
Town Hall Seattle,Seattle,WA,,,West,Hall,,http://commons.wikimedia.org/wiki/Special:FilePath/Seattle%20Town%20Hall%2001B.jpg,http://www.townhallseattle.org/,https://facebook.com/townhallseattle,WikidataSPARQL,wd-Q7829968,95
Roycroft Theatre,Seattle,WA,,,West,Theatre,,http://commons.wikimedia.org/wiki/Special:FilePath/Seattle%20-%20Russian%20Community%20Center%2002.jpg,,,WikidataSPARQL,wd-Q43306439,92
Longmire Community Building,Lewis County,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Longmire%20Community%20Building%20%282015%29%2C%2002.jpg,,,WikidataSPARQL,wd-Q97068094,92
Works Like A Dream,Mattawa,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q112617573,92
Camp Wooten Retreat Center,Columbia County,WA,,,West,Venue,,,https://www.parks.wa.gov/368/Camp-Wooten,,WikidataSPARQL,wd-Q5027697,95
Chihuly Garden and Glass,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Chihuly%20Entrance.jpg,http://www.chihulygardenandglass.com/,,WikidataSPARQL,wd-Q5097315,95
Consolidated Works,Washington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Seattle%20-%20Consolidated%20Works%2002.jpg,http://www.conworks.org/,,WikidataSPARQL,wd-Q5163308,95
Howard House,Washington,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q5919920,92
Larson Gallery,Washington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Larson%20Gallery.jpg,,,WikidataSPARQL,wd-Q6491861,92
McLeod Residence,Washington,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q6802240,92
Platform Gallery,Washington,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q7202272,92
SOIL Artist Run Gallery,Washington,WA,,,West,Venue,,,http://soilart.org,https://instagram.com/soilart|https://x.com/soilartgallery,WikidataSPARQL,wd-Q7554869,95
SOIL Artist Run Gallery,Seattle,WA,,,West,Venue,,,http://soilart.org,https://instagram.com/soilart|https://x.com/soilartgallery,WikidataSPARQL,wd-Q7554869,95
Tollbooth Gallery,Washington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Tollbooth%20gallery.jpg,,,WikidataSPARQL,wd-Q7814356,92
Northwest Woodworkers Gallery,Washington,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q14713858,92
And/or alternative space,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q16245703,92
Francine Seders Gallery,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q72855946,92
Jacob Lawrence Gallery,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q101110467,92
Facèré Jewelry Art Gallery,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q106896806,92
Traver Gallery,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q107305600,92
Sheehan Gallery,Walla Walla,WA,,,West,Venue,,,https://www.whitman.edu/sheehan/Sheehan_History.html,,WikidataSPARQL,wd-Q109627645,95
Koplin Del Rio Gallery,Los Angeles,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q135529462,92
Koplin Del Rio Gallery,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q135529462,92
Henry Art Gallery,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Art%20Gallery%2001.jpg,http://www.henryart.org/,https://facebook.com/henryartgallery|https://instagram.com/henryartgallery|https://x.com/henryartgallery,WikidataSPARQL,wd-Q5717411,95
Henry Art Gallery,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Art%20Gallery%20at%20the%20University%20of%20Washington.jpg,http://www.henryart.org/,https://facebook.com/henryartgallery|https://instagram.com/henryartgallery|https://x.com/henryartgallery,WikidataSPARQL,wd-Q5717411,95
Henry Art Gallery,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Art%20Gallery%2C%20Fifteenth%20Avenue%20Northeast%20at%20Northeast%20Campus%20Parkway%2C%20Seattle%2C%20King%20County%2C%20WA%20HABS%20WASH%2C17-SEAT%2C16-10.tif,http://www.henryart.org/,https://facebook.com/henryartgallery|https://instagram.com/henryartgallery|https://x.com/henryartgallery,WikidataSPARQL,wd-Q5717411,95
Henry Art Gallery,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Art%20Gallery%2C%20Fifteenth%20Avenue%20Northeast%20at%20Northeast%20Campus%20Parkway%2C%20Seattle%2C%20King%20County%2C%20WA%20HABS%20WASH%2C17-SEAT%2C16-11.tif,http://www.henryart.org/,https://facebook.com/henryartgallery|https://instagram.com/henryartgallery|https://x.com/henryartgallery,WikidataSPARQL,wd-Q5717411,95
Henry Art Gallery,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Art%20Gallery%2C%20Fifteenth%20Avenue%20Northeast%20at%20Northeast%20Campus%20Parkway%2C%20Seattle%2C%20King%20County%2C%20WA%20HABS%20WASH%2C17-SEAT%2C16-15.tif,http://www.henryart.org/,https://facebook.com/henryartgallery|https://instagram.com/henryartgallery|https://x.com/henryartgallery,WikidataSPARQL,wd-Q5717411,95
Henry Art Gallery,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Art%20Gallery%2C%20Fifteenth%20Avenue%20Northeast%20at%20Northeast%20Campus%20Parkway%2C%20Seattle%2C%20King%20County%2C%20WA%20HABS%20WASH%2C17-SEAT%2C16-16.tif,http://www.henryart.org/,https://facebook.com/henryartgallery|https://instagram.com/henryartgallery|https://x.com/henryartgallery,WikidataSPARQL,wd-Q5717411,95
Henry Art Gallery,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Art%20Gallery%2C%20Fifteenth%20Avenue%20Northeast%20at%20Northeast%20Campus%20Parkway%2C%20Seattle%2C%20King%20County%2C%20WA%20HABS%20WASH%2C17-SEAT%2C16-19.tif,http://www.henryart.org/,https://facebook.com/henryartgallery|https://instagram.com/henryartgallery|https://x.com/henryartgallery,WikidataSPARQL,wd-Q5717411,95
Henry Art Gallery,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Art%20Gallery%2C%20Fifteenth%20Avenue%20Northeast%20at%20Northeast%20Campus%20Parkway%2C%20Seattle%2C%20King%20County%2C%20WA%20HABS%20WASH%2C17-SEAT%2C16-2.tif,http://www.henryart.org/,https://facebook.com/henryartgallery|https://instagram.com/henryartgallery|https://x.com/henryartgallery,WikidataSPARQL,wd-Q5717411,95
Henry Art Gallery,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Art%20Gallery%2C%20Fifteenth%20Avenue%20Northeast%20at%20Northeast%20Campus%20Parkway%2C%20Seattle%2C%20King%20County%2C%20WA%20HABS%20WASH%2C17-SEAT%2C16-25.tif,http://www.henryart.org/,https://facebook.com/henryartgallery|https://instagram.com/henryartgallery|https://x.com/henryartgallery,WikidataSPARQL,wd-Q5717411,95
Henry Art Gallery,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Art%20Gallery%2C%20Fifteenth%20Avenue%20Northeast%20at%20Northeast%20Campus%20Parkway%2C%20Seattle%2C%20King%20County%2C%20WA%20HABS%20WASH%2C17-SEAT%2C16-29.tif,http://www.henryart.org/,https://facebook.com/henryartgallery|https://instagram.com/henryartgallery|https://x.com/henryartgallery,WikidataSPARQL,wd-Q5717411,95
Henry Art Gallery,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Art%20Gallery%2C%20Fifteenth%20Avenue%20Northeast%20at%20Northeast%20Campus%20Parkway%2C%20Seattle%2C%20King%20County%2C%20WA%20HABS%20WASH%2C17-SEAT%2C16-3.tif,http://www.henryart.org/,https://facebook.com/henryartgallery|https://instagram.com/henryartgallery|https://x.com/henryartgallery,WikidataSPARQL,wd-Q5717411,95
Seattle Center,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Seattle%20-%20International%20Fountain%20%26%20Space%20Needle.jpg,http://www.seattlecenter.com/,,WikidataSPARQL,wd-Q3044487,95
The Podium,Spokane,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Podium%20Spokane%20July%202021.jpg,,,WikidataSPARQL,wd-Q107629381,92
Pacific Science Center,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Pacific%20Science%20Center%20at%20night%2004.jpg,http://www.pacsci.org,https://instagram.com/pacsci|https://x.com/pacsci,WikidataSPARQL,wd-Q3848341,95
Pacific Science Center,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Pacific%20Science%20Center%20at%20night%2004.jpg,http://www.pacsci.org,https://instagram.com/pacsci|https://x.com/PacSci,WikidataSPARQL,wd-Q3848341,95
Olympic Sculpture Park,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Father%20and%20son%20fountain%200441.JPG,https://www.seattleartmuseum.org/visit/olympic-sculpture-park,,WikidataSPARQL,wd-Q7089122,95
Monarch Contemporary Art Center and Sculpture Park,Thurston County,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Monarch%20Contemporary%20Art%20Center%20and%20Sculpture%20Park.jpg,http://www.monarchartcenter.org/,,WikidataSPARQL,wd-Q14713824,95
Price Sculpture Forest,Washington,WA,,,West,Venue,,,https://sculptureforest.org/,,WikidataSPARQL,wd-Q106726540,95
Pacific Science Center,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Pacific%20Science%20Center%20at%20night%2004.jpg,http://www.pacsci.org,https://instagram.com/pacsci|https://x.com/pacsci,WikidataSPARQL,wd-Q3848341,95
Pacific Science Center,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Pacific%20Science%20Center%20at%20night%2004.jpg,http://www.pacsci.org,https://instagram.com/pacsci|https://x.com/PacSci,WikidataSPARQL,wd-Q3848341,95
Laurier-Cascade Border Crossing,Ferry County,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Laurier%20WA%20US%20border%20station.jpg,http://www.cbp.gov/contact/ports/oroville-wa,,WikidataSPARQL,wd-Q19879754,95
Laurier-Cascade Border Crossing,Regional District of Kootenay Boundary,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Laurier%20WA%20US%20border%20station.jpg,http://www.cbp.gov/contact/ports/oroville-wa,,WikidataSPARQL,wd-Q19879754,95
Chihuly Garden and Glass,Seattle,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Chihuly%20Entrance.jpg,http://www.chihulygardenandglass.com/,,WikidataSPARQL,wd-Q5097315,95
Consolidated Works,Washington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Seattle%20-%20Consolidated%20Works%2002.jpg,http://www.conworks.org/,,WikidataSPARQL,wd-Q5163308,95
Howard House,Washington,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q5919920,92
Larson Gallery,Washington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Larson%20Gallery.jpg,,,WikidataSPARQL,wd-Q6491861,92
McLeod Residence,Washington,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q6802240,92
Platform Gallery,Washington,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q7202272,92
SOIL Artist Run Gallery,Washington,WA,,,West,Venue,,,http://soilart.org,https://instagram.com/soilart|https://x.com/soilartgallery,WikidataSPARQL,wd-Q7554869,95
SOIL Artist Run Gallery,Seattle,WA,,,West,Venue,,,http://soilart.org,https://instagram.com/soilart|https://x.com/soilartgallery,WikidataSPARQL,wd-Q7554869,95
Tollbooth Gallery,Washington,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Tollbooth%20gallery.jpg,,,WikidataSPARQL,wd-Q7814356,92
Northwest Woodworkers Gallery,Washington,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q14713858,92
And/or alternative space,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q16245703,92
Francine Seders Gallery,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q72855946,92
Jacob Lawrence Gallery,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q101110467,92
Facèré Jewelry Art Gallery,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q106896806,92
Traver Gallery,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q107305600,92
Dimitriou's Jazz Alley,Denny Regrade,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Seattle%20-%20Dimitriou%27s%20Jazz%20Alley%2C%20Sixth%20Street%20side.jpg,,https://facebook.com/jazzalley|https://instagram.com/jazzalley|https://x.com/Jazz_Alley,WikidataSPARQL,wd-Q108441132,92
Sheehan Gallery,Walla Walla,WA,,,West,Venue,,,https://www.whitman.edu/sheehan/Sheehan_History.html,,WikidataSPARQL,wd-Q109627645,95
Neighbours Nightclub,Seattle,WA,,,West,Club,,http://commons.wikimedia.org/wiki/Special:FilePath/Lights%2C%20Strobes%2C%20People%20%284908474608%29.jpg,,,WikidataSPARQL,wd-Q118905344,92
Koplin Del Rio Gallery,Los Angeles,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q135529462,92
Koplin Del Rio Gallery,Seattle,WA,,,West,Venue,,,,,WikidataSPARQL,wd-Q135529462,92
Spokane Art Center,Spokane,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/Spokane%20Art%20Center%2C%20front%20entrance%2C%201939.jpg,,,WikidataSPARQL,wd-Q7578850,92
USS Turner Joy,Bremerton,WA,,,West,Venue,,http://commons.wikimedia.org/wiki/Special:FilePath/USS%20Turner%20Joy%20in%20Bremerton%2C%20Wa.%202014.jpg,http://www.ussturnerjoy.org/,,WikidataSPARQL,wd-Q2471437,95
