Venue Name,City,State,Capacity,Age Restrictions,Region,Venue Type,Genres (top 3),Image,Website,Source(s),Venue ID,Confidence
Washington Center for the Performing Arts,Olympia,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fwashington-center-for-the-performing-arts-tickets-olympia%2Fvenue%2F123004&utm_medium=affiliate,Ticketmaster,tmv-KovZpa92ke,80
Nectar Lounge,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fnectar-lounge-tickets-seattle%2Fvenue%2F123668&utm_medium=affiliate,Ticketmaster,tmv-KovZpapCme,80
Beasley Coliseum,Pullman,WA,,,West,Venue,,,,Ticketmaster,tmv-Z6r9jZe6Ae,75
Funko Field,Everett,WA,,,West,Venue,,,,Ticketmaster,tmv-Z6r9jZkd1e,75
Paul Thomas Sr. Field,Wenatchee,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZa794,75
Bailey-Brayton Field,Pullman,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZa7PF,75
Ballard Homestead,Seattle,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZa7a_,75
Substation Seattle,Seattle,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZa7eN,75
Benton County Fairgrounds,Kennewick,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZa7h9,75
BECU Live Outdoor Venue,Airway Heights,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaA7_,75
Skagit County Fairgrounds,Mt Vernon,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAB7,75
Royal Banquet and Conference Hall,Everett,WA,,,West,Hall,,,,Ticketmaster,tmv-Z7r9jZaABd,75
Jokers Casino & Nightclub,Richland,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaABe,75
Basin City Arena,Mesa,WA,,,West,Arena,,,,Ticketmaster,tmv-Z7r9jZaAFj,75
Spokane Live at Spokane Tribe Casino,Airway Heights,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAKZ,75
Coulee City Rodeo Grounds,Coulee City,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAL9,75
El Metropolitan Banquet Hall LLC,Renton,WA,,,West,Hall,,,,Ticketmaster,tmv-Z7r9jZaAO7,75
Dune Peninsula,Tacoma,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAQw,75
La Nueva Centinela,Outlook,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAXc,75
Kent Vineyard,Kent,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAXo,75
Fisher Pavilion,Seattle,WA,,,West,Pavilion,,,,Ticketmaster,tmv-Z7r9jZaAZQ,75
Magnuson Park Hangar 30,Seattle,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAZj,75
Thurston County Fairgrounds,Lacey,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaA_V,75
Okanogan County Fairgrounds,Okanogan,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAo4,75
Victory Hall at The Boxyard,Seattle,WA,,,West,Hall,,,,Ticketmaster,tmv-Z7r9jZaAqC,75
Kings Hall at APEX Art & Culture Center,Everett,WA,,,West,Hall,,,,Ticketmaster,tmv-Z7r9jZaAqV,75
SOZO Sports Complex,Yakima,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAwe,75
The Chameleon - WA,Spokane,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAwf,75
Plaza La Poderosa R-12,Spanaway,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaAyJ,75
Calvary Spokane,Spokane,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZadIV,75
Funhouse,Seattle,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZadJk,75
Federal Way PAEC,Federal Way,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZadKL,75
McMenamins Elks Temple,Tacoma,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZadMp,75
Q Nightclub,Seattle,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZadV7,75
Bohler Gymnasium,Pullman,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZadXm,75
Washougal MX Park,Washougal,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZadnJ,75
Ellensburg Rodeo Grounds,Ellensburg,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZadtP,75
La Rumba Event Center,Yakima,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZakFY,75
Rancho La Huerta,Everett,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZaka_,75
Under the Big Top King Countys Marymoor Park,Seattle,WA,,,West,Venue,,,,Ticketmaster,tmv-Z7r9jZakkt,75
ACT Theatre,Seattle,WA,,,West,Theatre,,,,Ticketmaster,tmv-ZAr9jZ1e-x,75
Gesa Stadium,Pasco,WA,,,West,Venue,,,,Ticketmaster,tmv-ZFr9jZ6vvF,75
Spokane County Fair and Expo Center,Spokane,WA,,,West,Venue,,,,Ticketmaster,tmv-ZFr9jZFd6a,75
Northwest Washington Fair,Lynden,WA,,,West,Venue,,,,Ticketmaster,tmv-ZFr9jZFdek,75
Avista Stadium,Spokane,WA,,,West,Venue,,,,Ticketmaster,tmv-ZFr9jZekdv,75
Kirkland Performance Center,Kirkland,WA,,,West,Venue,,,,Ticketmaster,tmv-ZFr9jZk167,75
Pacific Raceways,Kent,WA,,,West,Venue,,,,Ticketmaster,tmv-ZFr9jZkvvv,75
WAMU Theater Parking,Seattle,WA,,,West,Theatre,,,,Ticketmaster,tmv-Za5ju3rKuqZBGuhEotXcdmbNOzr49ub6r,75
Gorge Amp,George,WA,,,West,Venue,,,,Ticketmaster,tmv-Za5ju3rKuqZBN4RFvXEvFFyQ0lpuAKpKN,75
Lumen Field,Seattle,WA,,,West,Venue,,,,Ticketmaster,tmv-Za5ju3rKuqZDdE_Jh3W5sukB_UA6H4Jrky,75
White River Amp,Auburn,WA,,,West,Venue,,,,Ticketmaster,tmv-Za5ju3rKuqZDei-eRAIZsuDzO6qZlCXTK5,75
BECU Live at Northern Quest,Airway Heights,WA,,,West,Venue,,,,Ticketmaster,tmv-Za5ju3rKuqZDvtApvSEZakNBn-dinnjFoZ,75
The Funhouse,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Fthe-funhouse-seattle-wa%2F495775&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ1734qg,80
Westlake Park,Seattle ,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Fwestlake-park-seattle--wa%2F568778&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ174Iqz,80
Union Square,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Funion-square-seattle-wa%2F664643&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17_0_d,80
Hotel Crocodile,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Fhotel-crocodile-seattle-wa%2F652773&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17_3qS,80
999 Building - Seattle,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2F999-building--seattle-seattle-wa%2F659283&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17__1d,80
Bell Street Park,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Fbell-street-park-seattle-wa%2F659223&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17__FN,80
Rainier Square,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Frainier-square-seattle-wa%2F659263&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17__aN,80
Here - After,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Fhere--after-seattle-wa%2F500785&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17fZrA,80
Substation,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Fsubstation-seattle-wa%2F502185&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17fekA,80
Occidental Square,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Foccidental-square-seattle-wa%2F584778&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17p7qz,80
Hidden Hall,Seattle,WA,,,West,Hall,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Fhidden-hall-seattle-wa%2F764814&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17q0Of,80
Occidental Mall,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Foccidental-mall-seattle-wa%2F766774&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17qJqV,80
1200 5th St, Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2F1200-5th-st--seattle-wa%2F765384&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17qPC7,80
Railroad Way North,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketweb.com%2Fvenue%2Frailroad-way-north-seattle-wa%2F765374&utm_medium=affiliate,Ticketmaster,tmv-rZ7HnEZ17qPuV,80
Evergreen Speedway,Monroe,WA,,,West,Venue,,https://s1.ticketm.net/dbimages/6569v.jpg,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fevergreen-speedway-tickets-monroe%2Fvenue%2F122940&utm_medium=affiliate,Ticketmaster,tmv-KovZpZAFFJvA,80
Lumen Field - Muckleshoot Plaza,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Flumen-field-muckleshoot-plaza-tickets-seattle%2Fvenue%2F124000&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AI2O,80
Starfire Sports,Tukwila,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fstarfire-sports-tickets-tukwila%2Fvenue%2F123608&utm_medium=affiliate,Ticketmaster,tmv-KovZpapC8e,80
Lumen Field Event Center,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Flumen-field-event-center-tickets-seattle%2Fvenue%2F123303&utm_medium=affiliate,Ticketmaster,tmv-KovZpa34Ve,80
12 Tribes Lake Chelan Casino Amphitheater,Manson,WA,,,West,Amphitheatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2F12-tribes-lake-chelan-casino-amphitheater-tickets-manson%2Fvenue%2F123818&utm_medium=affiliate,Ticketmaster,tmv-KovZpa4sGe,80
Seahawks Training Camp at Virginia Mason Athletic Center,Renton,WA,,,West,Venue,,https://s1.ticketm.net/dbimages/23338v.jpg,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fseahawks-training-camp-at-virginia-mason-tickets-renton%2Fvenue%2F124061&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AR4Q,80
Seattle Convention Center,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fseattle-convention-center-tickets-seattle%2Fvenue%2F124037&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AcnU,80
Showbox SoDo,Seattle,WA,,,West,Venue,,https://s1.ticketm.net/dbimages/8346v.,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fshowbox-sodo-tickets-seattle%2Fvenue%2F123532&utm_medium=affiliate,Ticketmaster,tmv-KovZpZAE777A,80
Outdoor Entertainment Center,Ridgefield,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Foutdoor-entertainment-center-tickets-ridgefield%2Fvenue%2F123989&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AEZY,80
Town Hall,Seattle,WA,,,West,Hall,,https://s1.ticketm.net/dbimages/9089v.gif,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ftown-hall-tickets-seattle%2Fvenue%2F123313&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1vl6A,80
Fort Worden,Port Townsend,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ffort-worden-tickets-port-townsend%2Fvenue%2F123899&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AhlB,80
Columbia City Theater,Seattle,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fcolumbia-city-theater-tickets-seattle%2Fvenue%2F123756&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA7d1JA,80
St. Marks Cathedral,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fst-marks-cathedral-tickets-seattle%2Fvenue%2F123789&utm_medium=affiliate,Ticketmaster,tmv-KovZpapb0e,80
Langston Hughes Performing Arts Institute,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Flangston-hughes-performing-arts-institute-tickets-seattle%2Fvenue%2F123370&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA7vn7A,80
Auburn Performing Arts Center,Auburn,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fauburn-performing-arts-center-tickets-auburn%2Fvenue%2F122889&utm_medium=affiliate,Ticketmaster,tmv-KovZpZAEkd6A,80
White Horse Golf Club,Kingston,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fwhite-horse-golf-club-tickets-kingston%2Fvenue%2F123916&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AOpG,80
Rose & Thorn,Ridgefield,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Frose-thorn-tickets-ridgefield%2Fvenue%2F123991&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AEv7,80
12 Tribes Omak Casino Hotel,Omak,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2F12-tribes-omak-casino-hotel-tickets-omak%2Fvenue%2F123879&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A250,80
Cornish Playhouse,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fcornish-playhouse-tickets-seattle%2Fvenue%2F122926&utm_medium=affiliate,Ticketmaster,tmv-KovZpaGjHe,80
Kiana Lodge,Poulsbo,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fkiana-lodge-tickets-poulsbo%2Fvenue%2F123985&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AJ9G,80
Lucky You Lounge,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Flucky-you-lounge-tickets-spokane%2Fvenue%2F247004&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AI5Y,80
12 Tribes Lake Chelan Casino,Manson,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2F12-tribes-lake-chelan-casino-tickets-manson%2Fvenue%2F123878&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AC_0,80
Michael Jordan's Steakhouse,Ridgefield,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmichael-jordans-steakhouse-tickets-ridgefield%2Fvenue%2F123992&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AEvC,80
Muze Lounge,Ridgefield,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmuze-lounge-tickets-ridgefield%2Fvenue%2F123990&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AEZB,80
Line & Lure,Ridgefield,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fline-lure-tickets-ridgefield%2Fvenue%2F123993&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AEvb,80
Bella Vista,Ridgefield,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fbella-vista-tickets-ridgefield%2Fvenue%2F124028&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AiDn,80
Seattle University Redhawk Center,Seattle,WA,,,West,Venue,,https://s1.ticketm.net/dbimages/21308v.png,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fseattle-university-redhawk-center-tickets-seattle%2Fvenue%2F123762&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1evEA,80
Bannerwood Park,Bellevue,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fbannerwood-park-tickets-bellevue%2Fvenue%2F123807&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1kdlA,80
Erickson Theatre Off Broadway,Seattle,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ferickson-theatre-off-broadway-tickets-seattle%2Fvenue%2F123891&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A9C7,80
Fawcett Hall at Alma Mater,Tacoma,WA,,,West,Hall,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ffawcett-hall-at-alma-mater-tickets-tacoma%2Fvenue%2F123984&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AJ81,80
White River Amphitheatre-Lawn Chair,Auburn,WA,,,West,Amphitheatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fwhite-river-amphitheatrelawn-chair-tickets-auburn%2Fvenue%2F123929&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A-Jn,80
Myrtle Edwards Park,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmyrtle-edwards-park-tickets-seattle%2Fvenue%2F123930&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A-wU,80
Skyline Drive-In (Shelton),Shelton,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fskyline-drivein-shelton-tickets-shelton%2Fvenue%2F123962&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A0kG,80
Rodeo Drive-In,Bremerton,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Frodeo-drivein-tickets-bremerton%2Fvenue%2F123964&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A0kO,80
Auto-Vue Drive-In Theater,Colville,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fautovue-drivein-theater-tickets-colville%2Fvenue%2F123961&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A0ke,80
Blue Fox Drive-In,Oak Harbor,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fblue-fox-drivein-tickets-oak-harbor%2Fvenue%2F123965&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A0kn,80
Wheel-In Motor Movie,Port Townsend,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fwheelin-motor-movie-tickets-port-townsend%2Fvenue%2F123963&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A0kp,80
MF Drive-In Theater,College Place,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmf-drivein-theater-tickets-college-place%2Fvenue%2F123969&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A0s1,80
Chambers Bay Golf Course,University Place,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fchambers-bay-golf-course-tickets-university-place%2Fvenue%2F123883&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A270,80
Bing Crosby Theater,Spokane,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fbing-crosby-theater-tickets-spokane%2Fvenue%2F123882&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A2d7,80
Star Theatre,Spokane,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fstar-theatre-tickets-spokane%2Fvenue%2F123880&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A2n7,80
Skokomish Valley Grange,Olympia,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fskokomish-valley-grange-tickets-olympia%2Fvenue%2F123885&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A2y0,80
1700 7th Ave Garage,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2F1700-7th-ave-garage-tickets-seattle%2Fvenue%2F123875&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A5lf,80
Lynden Fairgrounds,Lynden,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Flynden-fairgrounds-tickets-lynden%2Fvenue%2F123873&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A5oV,80
The Shakedown,Bellingham,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-shakedown-tickets-bellingham%2Fvenue%2F123877&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A5zf,80
America's Car Museum,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Famericas-car-museum-tickets-tacoma%2Fvenue%2F123890&utm_medium=affiliate,Ticketmaster,tmv-KovZ917A9df,80
Islander Yacht,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fislander-yacht-tickets-seattle%2Fvenue%2F123881&utm_medium=affiliate,Ticketmaster,tmv-KovZ917ACTV,80
The Heat Nightclub at 12 Tribes Lake Chelan Casino,Manson,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-heat-nightclub-at-12-tribes-tickets-manson%2Fvenue%2F123995&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AEMj,80
Christmas in Color - Federal Way,Federal Way,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fchristmas-in-color-federal-way-tickets-federal-way%2Fvenue%2F123994&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AEjm,80
MattressFIRM Showplex,Puyallup,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmattressfirm-showplex-tickets-puyallup%2Fvenue%2F123999&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AI1G,80
Husky Track,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fhusky-track-tickets-seattle%2Fvenue%2F124001&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AI2X,80
Wine Country Amphitheater,Walla Walla,WA,,,West,Amphitheatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fwine-country-amphitheater-tickets-walla-walla%2Fvenue%2F123998&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AIk3,80
Kraken Community Iceplex,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fkraken-community-iceplex-tickets-seattle%2Fvenue%2F123988&utm_medium=affiliate,Ticketmaster,tmv-KovZ917AJBG,80
