Venue Name,City,State,Capacity,Age Restrictions,Region,Venue Type,Genres (top 3),Image,Website,Source(s),Venue ID,Confidence
TURNING POINT OPEN BIBLE,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fturning-point-open-bible-tickets-spokane%2Fvenue%2F123785&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1evlA,80
THE SERVICE STATION,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-service-station-tickets-spokane%2Fvenue%2F123776&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1evnA,80
MARS HILL CHURCH,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmars-hill-church-tickets-seattle%2Fvenue%2F123779&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1evtA,80
Christ Episcopal Church,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fchrist-episcopal-church-tickets-tacoma%2Fvenue%2F123578&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1k1JA,80
Bellevue Doubletree Hotel,Bellevue,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fbellevue-doubletree-hotel-tickets-bellevue%2Fvenue%2F123207&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1kaEA,80
Columbia Theatre for Performing Arts,Longview,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fcolumbia-theatre-for-performing-arts-tickets-longview%2Fvenue%2F123237&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1kaIA,80
Best Western Executive Inn,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fbest-western-executive-inn-tickets-tacoma%2Fvenue%2F123275&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1kalA,80
All Pilgrims Church,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fall-pilgrims-church-tickets-seattle%2Fvenue%2F123577&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1kdEA,80
Cinerama,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fcinerama-tickets-seattle%2Fvenue%2F123508&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1kdJA,80
Bethel Christian,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fbethel-christian-tickets-seattle%2Fvenue%2F123221&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1keIA,80
Crown Plaza Hotel,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fcrown-plaza-hotel-tickets-seattle%2Fvenue%2F123277&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1kelA,80
Wilson High School,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fwilson-high-school-tickets-tacoma%2Fvenue%2F123214&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1lJ1A,80
YAKIMA CAPITOL THEATRE,Yakima,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fyakima-capitol-theatre-tickets-yakima%2Fvenue%2F122907&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1lJ6A,80
Uw School of Music,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fuw-school-of-music-tickets-seattle%2Fvenue%2F123500&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1lJEA,80
Word of Life Church,Lynden,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fword-of-life-church-tickets-lynden%2Fvenue%2F123223&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1lJJA,80
Yakima Valley Sundome,Yakima,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fyakima-valley-sundome-tickets-yakima%2Fvenue%2F122997&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1lknA,80
Saint Josephs Catholic Church,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsaint-josephs-catholic-church-tickets-seattle%2Fvenue%2F123637&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1nedA,80
The Clipper,Olympia,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-clipper-tickets-olympia%2Fvenue%2F123587&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1nevA,80
Royal Restaurant and Lounge,Bellingham,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Froyal-restaurant-and-lounge-tickets-bellingham%2Fvenue%2F123504&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1nv1A,80
Northgate Theatre,Seattle,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fnorthgate-theatre-tickets-seattle%2Fvenue%2F123465&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1nv6A,80
University Christian Church,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Funiversity-christian-church-tickets-seattle%2Fvenue%2F123431&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1nv7A,80
Toppenish Rodeo Grounds,Toppenish,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ftoppenish-rodeo-grounds-tickets-toppenish%2Fvenue%2F123439&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1nvAA,80
Tacoma Sports Arena,Tacoma,WA,,,West,Arena,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ftacoma-sports-arena-tickets-tacoma%2Fvenue%2F123522&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1nvJA,80
Spoken Image Destiny Center,Kent,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fspoken-image-destiny-center-tickets-kent%2Fvenue%2F123433&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1nvdA,80
The Vault,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-vault-tickets-tacoma%2Fvenue%2F123434&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1nveA,80
Shorewood High School,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fshorewood-high-school-tickets-seattle%2Fvenue%2F123438&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1nvkA,80
The Hideaway,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-hideaway-tickets-seattle%2Fvenue%2F123541&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1nvtA,80
University Plaza Hotel,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Funiversity-plaza-hotel-tickets-seattle%2Fvenue%2F123416&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1nvvA,80
Space Needle,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fspace-needle-tickets-seattle%2Fvenue%2F122996&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1t1lA,80
Seattle Sheraton Hotel,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fseattle-sheraton-hotel-tickets-seattle%2Fvenue%2F122993&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1t1nA,80
Seattle Center Opera House,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fseattle-center-opera-house-tickets-seattle%2Fvenue%2F122974&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1t1tA,80
Urban Grace Church,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Furban-grace-church-tickets-tacoma%2Fvenue%2F123427&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tE1A,80
Overlake Christian Church,Redmond,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Foverlake-christian-church-tickets-redmond%2Fvenue%2F123405&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tE6A,80
Sit and Spin,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsit-and-spin-tickets-seattle%2Fvenue%2F123392&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tE7A,80
Tri Cities Stadium,Pasco,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ftri-cities-stadium-tickets-pasco%2Fvenue%2F123399&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tEAA,80
The 5050 Building,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-5050-building-tickets-seattle%2Fvenue%2F123442&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tEEA,80
Omak Stampede,Omak,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fomak-stampede-tickets-omak%2Fvenue%2F123410&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tEFA,80
Novos,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fnovos-tickets-tacoma%2Fvenue%2F123435&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tEJA,80
Outback Jacks,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Foutback-jacks-tickets-spokane%2Fvenue%2F123378&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tEeA,80
The Forbidden City,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-forbidden-city-tickets-seattle%2Fvenue%2F123403&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tEkA,80
Seattle Design Center,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fseattle-design-center-tickets-seattle%2Fvenue%2F123510&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tElA,80
Poncho Concert Hall At Cornish College O,Seattle,WA,,,West,Hall,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fponcho-concert-hall-at-cornish-college-tickets-seattle%2Fvenue%2F123467&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tEnA,80
Polestar Music Gallery,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fpolestar-music-gallery-tickets-seattle%2Fvenue%2F123466&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tEtA,80
Rainier Valley Cultural Center,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Frainier-valley-cultural-center-tickets-seattle%2Fvenue%2F123368&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tEvA,80
SODO Park,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsodo-park-tickets-seattle%2Fvenue%2F123806&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tI1A,80
Northshore Performing Arts Center,Bothell,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fnorthshore-performing-arts-center-tickets-bothell%2Fvenue%2F123615&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tI6A,80
Northwest Arts Center,Bellevue,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fnorthwest-arts-center-tickets-bellevue%2Fvenue%2F123612&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tI7A,80
Quality Inn Hotel,Everett,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fquality-inn-hotel-tickets-everett%2Fvenue%2F123583&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tIeA,80
Radisson Hotel,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fradisson-hotel-tickets-seattle%2Fvenue%2F123529&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tIvA,80
Port Angeles High School,Port Angeles,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fport-angeles-high-school-tickets-port-angeles%2Fvenue%2F123224&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tJ1A,80
Summit At Snoqualmie,Snoqualmie Ps,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsummit-at-snoqualmie-tickets-snoqualmie-ps%2Fvenue%2F123118&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tJ7A,80
Shark Club,Kirkland,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fshark-club-tickets-kirkland%2Fvenue%2F123308&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tJEA,80
Tacoma Community College Theatre,Tacoma,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ftacoma-community-college-theatre-tickets-tacoma%2Fvenue%2F123215&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tJFA,80
Royal Durst Theatre,Vancouver,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Froyal-durst-theatre-tickets-vancouver%2Fvenue%2F123299&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tJJA,80
Ruperts,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fruperts-tickets-seattle%2Fvenue%2F123222&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tJaA,80
Tacoma Art Museum,Tacoma,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ftacoma-art-museum-tickets-tacoma%2Fvenue%2F123089&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tJeA,80
Planet Hollywood,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fplanet-hollywood-tickets-seattle%2Fvenue%2F123121&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tJkA,80
Seattle Center Flag Pavillion,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fseattle-center-flag-pavillion-tickets-seattle%2Fvenue%2F123332&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tJtA,80
The Paradox,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthe-paradox-tickets-seattle%2Fvenue%2F123300&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tl1A,80
Royal Bear,Algona,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Froyal-bear-tickets-algona%2Fvenue%2F123269&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tl6A,80
Salty's On Alki,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsaltys-on-alki-tickets-seattle%2Fvenue%2F123165&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tl7A,80
Rivers Edge Christmas Tree Farm,Deming,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Frivers-edge-christmas-tree-farm-tickets-deming%2Fvenue%2F123175&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tlAA,80
Spokane Interstate Fairgrounds,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fspokane-interstate-fairgrounds-tickets-spokane%2Fvenue%2F123327&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tlEA,80
Nu Black Arts West Theatre,Seattle,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fnu-black-arts-west-theatre-tickets-seattle%2Fvenue%2F123272&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tlFA,80
Rainier Dance Studio,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Frainier-dance-studio-tickets-seattle%2Fvenue%2F123349&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tlIA,80
Parkers,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fparkers-tickets-seattle%2Fvenue%2F123142&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tldA,80
Theatre Off Jackson,Seattle,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Ftheatre-off-jackson-tickets-seattle%2Fvenue%2F123204&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tlkA,80
Quinault Beach Resort and Casino,Ocean Shores,WA,,,West,Venue,,https://s1.ticketm.net/dbimages/6508v.jpg,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fquinault-beach-resort-and-casino-tickets-ocean-shores%2Fvenue%2F123401&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tllA,80
Sand Point Education Center,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsand-point-education-center-tickets-seattle%2Fvenue%2F123400&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tlnA,80
SW Washington Fairgrounds,Chehalis,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsw-washington-fairgrounds-tickets-chehalis%2Fvenue%2F123361&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tltA,80
NW Trek,Eatonville,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fnw-trek-tickets-eatonville%2Fvenue%2F123096&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tlvA,80
Seattle Center Mercer Arts Arena,Seattle,WA,,,West,Arena,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fseattle-center-mercer-arts-arena-tickets-seattle%2Fvenue%2F122887&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tnIA,80
On the Boards,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fon-the-boards-tickets-seattle%2Fvenue%2F123026&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tnnA,80
Seattle Memorial Stadium,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fseattle-memorial-stadium-tickets-seattle%2Fvenue%2F122967&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1tntA,80
South Lake Union Naval Reserve,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsouth-lake-union-naval-reserve-tickets-seattle%2Fvenue%2F122981&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1vFEA,80
Meany Theatre,Seattle,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmeany-theatre-tickets-seattle%2Fvenue%2F122966&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1vFIA,80
Richland High School Auditorium,Richland,WA,,,West,Auditorium,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Frichland-high-school-auditorium-tickets-richland%2Fvenue%2F123193&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1vlAA,80
North Stadium Lot Qwest Field,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fnorth-stadium-lot-qwest-field-tickets-seattle%2Fvenue%2F123320&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1vlaA,80
SW Athletic Complex,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsw-athletic-complex-tickets-seattle%2Fvenue%2F123576&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1vllA,80
Marymoor - Cycling Track,Redmond,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmarymoor-cycling-track-tickets-redmond%2Fvenue%2F123573&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1vltA,80
Nonvenue,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fnonvenue-tickets-seattle%2Fvenue%2F123030&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1vnIA,80
PIGOTT AUDITORIUM,Seattle,WA,,,West,Auditorium,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fpigott-auditorium-tickets-seattle%2Fvenue%2F122982&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1vnnA,80
Meydenbauer Center,Bellevue,WA,,,West,Venue,,https://s1.ticketm.net/dbimages/MeydenbauerC_WA_123032_4Z.gif,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmeydenbauer-center-tickets-bellevue%2Fvenue%2F123032&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA1vntA,80
Hidden Hall,Seattle,WA,,,West,Hall,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fhidden-hall-tickets-seattle%2Fvenue%2F336777&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA6knaA,80
Riverfront Park,Spokane,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Friverfront-park-tickets-spokane%2Fvenue%2F341424&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA6v6tA,80
VFW Hall Post 3063,Seattle,WA,,,West,Hall,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fvfw-hall-post-3063-tickets-seattle%2Fvenue%2F123388&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA7dteA,80
Westin Hotel,Seattle,WA,,,West,Venue,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fwestin-hotel-tickets-seattle%2Fvenue%2F123192&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA7dvnA,80
Leo K Theatre At Seattle Repertory Theatre,Seattle,WA,,,West,Theatre,,,https://ticketmaster.evyy.net/c/venueaffiliate12345/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fleo-k-theatre-at-seattle-repertory-tickets-seattle%2Fvenue%2F123326&utm_medium=affiliate,Ticketmaster,tmv-KovZpZA7eJFA,80
